content,emoji,comment,current,time,comments_size
"['[HỘI TRẠI TRUYỀN THỐNG: SỬ THI VANG DANH - THANH NIÊN TIẾP BƯỚC]\n“VŨ KHÍ BÍ MẬT” CHO HỘI TRẠI “BẤT KHẢ CHIẾN BẠI”\nThời tiết Đà Nẵng đang sắp sửa bước vào mùa hạ, sức nóng như hòa vào không khí sôi động, náo nhiệt của Hội trại truyền thống sắp tới. Để tạo nên dấu ấn khó phai cho tuổi trẻ, bạn đã chuẩn bị những gì?\n“Cuộc đua” 2 ngày 1 đêm sắp bắt đầu, chờ đón các DUE-ers sẵn sàng chinh phục. Hãy “bỏ túi” ngay một vài “vũ khí bí mật” để tiếp thêm sức mạnh bùng nổ và tự tin tỏa sáng tại hội trại sắp tới cùng chúng mình nhé!\n--------------------\nMọi thắc mắc, thông tin chi tiết xin liên hệ: \n Địa chỉ liên hệ: Văn phòng Đoàn Thanh niên - Hội Sinh viên DUE, Phòng A101, Trường Đại học Kinh tế - ĐHĐN \n Email: doanthanhnien@due.edu.vn \n Số điện thoại: 0911372199 (Trung Hiếu)\n CAM Media - Youth DUE ']","['Tất cả, 91', 'Yêu thích, 54', 'Thích, 33', 'Thương thương, 3', 'Wow, 1']",[],1182,"Thứ Sáu, 8 Tháng 3, 2024 lúc 21:23"
"['CHÀO MỪNG NGÀY QUỐC TẾ PHỤ NỮ 8.3\nCó người đã từng nói rằng: “Mỗi người phụ nữ tựa như những bông hoa mang đến cho đời hương sắc tuyệt vời nhất”. Từ xưa đến nay, chúng ta không thể nào phủ nhận bao đóng góp to lớn mà “một nửa thế giới” đã mang đến. Và để tôn vinh sự hiện diện vô giá của phái đẹp, ngày 8.3 hằng năm được dành riêng để gửi gắm tình yêu thương đến với họ.\nĐằng sau sự thành công của người đàn ông, luôn hiện lên dáng vẻ tảo tần của người phụ nữ. Họ không chỉ là chỗ dựa vững chắc cho người thân sau bao hối hả của dòng đời tấp nập mà họ còn giỏi giang gồng gánh trên vai cả một chặng đường sự nghiệp. Bởi lẽ rằng người phụ nữ từ lâu đã luôn ấp ủ trong mình một lẽ sống: “Giỏi việc nước, đảm việc nhà”.\nNhân ngày Quốc tế Phụ nữ 8.3, Tuổi trẻ Trường Đại học Kinh tế - ĐHĐN xin gửi lời chúc tốt đẹp nhất đến với nửa kia của thế giới. Cùng với đó, chúng mình xin dành sự tri ân đặc biệt cho những bông hoa tươi thắm dưới mái trường DUE. Chúc cho phái nữ sẽ luôn xinh đẹp, tự tin, rạng rỡ và đạt được nhiều thành công rực rỡ trong cuộc sống.\n CAM Media - Youth DUE ']","['Tất cả, 105', 'Yêu thích, 57', 'Thích, 48']",[],2394,"Thứ Sáu, 8 Tháng 3, 2024 lúc 08:00"
"['CUỘC THI ẢNH “TỰ HÀO MÀU ÁO THANH NIÊN VIỆT NAM”\nThể lệ: https://docs.google.com/.../1firK45.../edit...\n-----------------\nTrong suốt gần 93 năm thành lập, dưới sự lãnh đạo của Đảng Cộng sản Việt Nam, Đoàn TNCS Hồ Chí Minh đã không ngừng trưởng thành, khẳng định vị trí và vai trò của mình trong đời sống xã hội. Điều đó đã được chứng minh qua các thành tích trong những chặng đường vừa qua.\nHòa chung vào không khí hân hoan chào mừng ngày thành lập Đoàn TNCS Hồ Chí Minh, hướng đến chào mừng Đại hội Đại biểu Đoàn TNCS Hồ Chí Minh Trường Đại học Kinh tế - Đại học Đà Nẵng lần thứ XII, nhiệm kỳ 2024 - 2027, Ban Chấp hành Đoàn Trường phát động Cuộc thi ảnh “Tự hào màu áo thanh niên Việt Nam”. Đây là dịp để tuyên truyền, tôn vinh cán bộ Đoàn, Đoàn viên, thanh niên Trường Đại học Kinh tế - Đại học Đà Nẵng trong thời kỳ mới. \nHy vọng rằng với tinh thần nhiệt huyết và sự tự hào về màu áo xanh trong tim, Ban Tổ chức sẽ nhận được thật nhiều bài thi ý nghĩa và những bức ảnh đẹp từ các bạn đoàn viên, thanh niên. Còn bây giờ hãy lên dây cót, chuẩn bị tinh thần để tham gia cuộc thi ngay thôi nào!\n------------------\n Đối tượng: Tất cả Chi Đoàn đang sinh hoạt tại Trường Đại học Kinh tế - Đại học Đà Nẵng.\n Thời gian nhận tác phẩm dự thi: Từ ngày 20 đến ngày 24/3/2024.\n Thời gian bình chọn trên Fanpage Đoàn Thanh niên - Hội Sinh viên Trường Đại học Kinh tế - Đại học Đà Nẵng: Từ ngày 21 đến ngày 25/3/2024.\n Thời gian công bố kết quả: Ngày 29/3/2024.\n—----------------\nCơ cấu giải thưởng:\n- 01 giải Nhất: Giấy chứng nhận của Đoàn Trường và 500.000 đồng tiền mặt.\n- 01 giải Nhì: Giấy chứng nhận của Đoàn Trường và 200.000 đồng tiền mặt.\n- 02 giải Ba: Giấy chứng nhận của Đoàn Trường và 100.000 đồng tiền mặt.\n- 01 giải Lan tỏa cho tác phẩm được bình chọn nhiều nhất: Giấy chứng nhận của Đoàn Trường và 100.000 đồng tiền mặt.\n-------------------\nMọi thắc mắc, thông tin chi tiết xin liên hệ: \n Số điện thoại: 0236 3950 358 (Văn phòng Đoàn Thanh niên - Hội Sinh viên DUE)\n Email: doanthanhnien@due.edu.vn \n Địa chỉ liên hệ: Văn phòng Đoàn Thanh niên - Hội Sinh viên DUE, Phòng A101, khu Giảng đường A, trường Đại học Kinh tế - ĐHĐN \n CAM Media - Youth DUE ']","['Tất cả, 101', 'Thích, 61', 'Yêu thích, 38', 'Thương thương, 2']",[],3547,"Thứ Tư, 6 Tháng 3, 2024 lúc 18:59"
"[' [TỔNG KẾT ĐẠI HỘI ĐẠI BIỂU ĐOÀN TNCS HỒ CHÍ MINH - LIÊN CHI ĐOÀN KHOA TÀI CHÍNH NHIỆM KỲ 2024 - 2027] \n Vào ngày 03/03/2024, Đại hội Đại biểu Đoàn TNCS Hồ Chí Minh - Liên chi Đoàn Khoa Tài chính nhiệm kỳ 2024 – 2027 đã diễn ra thành công tốt đẹp. Tham dự Đại hội, có sự tham gia và chỉ đạo của PGS.TS Đặng Tùng Lâm - Bí thư Chi bộ, Trưởng khoa Khoa Tài chính; ThS. Trần Đình Long - Phó Bí thư Đoàn Thanh niên Trường Đại học Kinh tế - ĐHĐN; TS. Nguyễn Quang Minh Nhi – Trưởng bộ môn Tài chính Doanh nghiệp, giảng viên Khoa Tài chính cùng với sự có mặt của 120 Đại biểu ưu tú đại diện cho toàn thể Đoàn viên đang theo học tại Khoa Tài chính.\n Trong suốt buổi lễ, Đại hội đã thông qua Báo cáo tổng kết các thành tích đạt được, đánh giá công tác Đoàn, phân tích các hạn chế cũng như khó khăn trong nhiệm kỳ vừa qua. Trên cơ sở phát huy các kết quả đạt được trong nhiệm kỳ 2022 – 2024, Đại hội đã đề ra phương hướng nhiệm vụ cho Công tác Đoàn và phong trào thanh niên nhiệm kỳ 2024 – 2027.\n Ngoài ra, để tiếp bước hành trình xây dựng Liên chi Đoàn Khoa thật vững mạnh, phát huy các đặc trưng của sinh viên trong bối cảnh mới,  Đại hội cũng đã trình bày đề án nhân sự và tiến hành bầu ra bộ máy Ban chấp hành nhiệm kỳ mới bao gồm 15 đồng chí. Sau Hội nghị phiên thứ nhất Ban Chấp hành nhiệm kỳ 2024 - 2027 cũng đã bầu ra các chức danh gồm:\n+ 01 Bí thư là đồng chí Huỳnh Thùy Yên Khuê - Giảng viên;\n+ 02 Phó Bí thư là đồng chí Hà Duy Đạt - 47K15.1 và đồng chí Phan Võ Huyền Nhi - 47K15.2.\n Khoa Tài chính xin được chúc mừng cho sự thành công của Đại hội Đoàn TNCS Hồ Chí Minh - Liên chi Đoàn Khoa Tài chính nhiệm kỳ 2024 – 2027. Đại hội kết thúc cũng là lúc khởi đầu một nhiệm kỳ mới với bao niềm tin, khát vọng.\n Và bây giờ hãy cùng điểm lại những khoảnh khắc đáng nhớ trong ngày Đại hội và hướng về một nhiệm kỳ mới với nhiều thành công hơn nữa nhé!\nNguồn: Khoa Tài Chính - Trường Đại Học Kinh Tế - ĐHĐN']","['Tất cả, 94', 'Thích, 47', 'Yêu thích, 45', 'Thương thương, 1', 'Wow, 1']",[],5375,"Thứ Tư, 6 Tháng 3, 2024 lúc 16:12"
"['[VÒNG SƠ LOẠI CẤP TRƯỜNG CUỘC THI ĐẠI SỨ SINH VIÊN ĐẠI HỌC ĐÀ NẴNG]\nRECAP VÒNG SƠ LOẠI CẤP TRƯỜNG CUỘC THI\n--------------------------\nSáng ngày 02.03.20124 vừa qua, các thí sinh đăng ký dự thi Cuộc thi Đại sứ Sinh viên Đại học Đà Nẵng Miss & Mr UD 2024 đã xuất sắc hoàn thành Vòng loại cấp trường.\nTrải qua 2 nội dung thi bao gồm trình diễn trang phục tự do và phần thi trả lời câu hỏi ứng xử, các bạn thí sinh đã để lại nhiều dấu ấn ấn tượng không chỉ cho Ban giám khảo mà còn tất cả các bạn khán giả đến cổ vũ. Mỗi phần thi đều được chuẩn bị kỹ càng, đầu tư trau chuốt từ trang phục cho đến kỹ năng trình diễn. Thực sự, các bạn thí sinh đều đã nỗ lực hết mình để mọi khoảnh khắc được tỏa sáng.\nQuan trọng hơn nữa, Ban tổ chức xin gửi lời cảm ơn chân thành đến đội ngũ Ban Giám Khảo đã dành thời gian đồng hành và hỗ trợ cuộc thi. Bằng kinh nghiệm của mình, Ban tổ chức tin rằng chúng ta chắc chắn sẽ tìm những gương mặt sáng giá đại diện cho trường Đại học Kinh Tế tiến vào đấu trường lớn hơn tại Đại học Đà Nẵng.\nCòn bây giờ hãy cùng Ban tổ chức nhìn lại những khoảnh khắc ấn tượng tại Vòng Sơ Loại vừa rồi nhé!\n--------------------------\nMọi thắc mắc xin vui lòng liên hệ:\n Email: doanthanhnien@due.edu.vn\n SĐT: 0707338075 (Bảo Quỳnh)\n Địa chỉ liên hệ: Phòng A101, Trường Đại học Kinh tế - Đại học Đà Nẵng, 71 Ngũ Hành Sơn, TP. Đà Nẵng\n#Daisusinhviendaihocdannang #YouthDUE #Miss&MrUD2024']","['Tất cả, 175', 'Thích, 110', 'Yêu thích, 63', 'Thương thương, 2']",[],7072,"Thứ Ba, 5 Tháng 3, 2024 lúc 20:54"
"['THÁNG 3 - THÁNG THANH NIÊN: CHỦ NHẬT XANH - CHUNG TAY GÓP SỨC, BẢO VỆ MÔI TRƯỜNG SỐNG\nHòa chung không khí sôi nổi của tháng Thanh niên, Đội Tiền Phong - Đoàn trường Đại học Kinh tế - Đại học Đà Nẵng đã tổ chức thành công hoạt động ""Chủ nhật Xanh"" vào ngày 03.03.2024.\nVới tinh thần xung phong, nhiệt huyết của tuổi trẻ, các đoàn viên thanh niên Đội Tiền Phong đã tham gia dọn dẹp vệ sinh tại khu vực dọc tuyến đường Chương Dương. Các bạn đã tiến hành thu gom rác thải, tạo cảnh quan môi trường xanh - sạch - đẹp.\nBên cạnh hoạt động dọn dẹp, Đội Tiền Phong còn tổ chức tuyên truyền nâng cao ý thức bảo vệ môi trường cho người dân địa phương. Đây là hoạt động thiết thực, ý nghĩa, góp phần nâng cao ý thức bảo vệ môi trường, xây dựng môi trường sống xanh - sạch - đẹp cho cộng đồng.\nĐội Tiền Phong - Đoàn trường Đại học Kinh tế - Đại học Đà Nẵng xin gửi lời cảm ơn đến toàn thể các bạn đoàn viên thanh niên đã tham gia hoạt động ""Chủ nhật Xanh"". Hy vọng rằng, hoạt động này sẽ góp phần lan tỏa thông điệp bảo vệ môi trường đến với mọi người, chung tay xây dựng một môi trường sống xanh - sạch - đẹp cho chính bản thân và thế hệ tương lai.\n———\nThông tin liên hệ của Đội Tiền Phong:\nFanpage: https://www.facebook.com/doitienphong.due/\nFacebook: https://www.facebook.com/dtp.doitienphong\nInstagram: https://www.instagram.com/doitienphong.2911/\nTiktok: https://www.tiktok.com/@doitienphong.2911\nGroup: https://tinyurl.com/49KDTP \nEmail: doitienphong.dhkt@gmail.com\n———\n ===\n[TIỀN PHONG - TIÊN PHONG]\n===\n#DoiTienPhong \n#ChuNhatXanh\nNguồn: Đội Tiền Phong - Đoàn Trường Đại học Kinh tế']","['Tất cả, 44', 'Yêu thích, 28', 'Thích, 16']",[],8659,"Thứ Ba, 5 Tháng 3, 2024 lúc 17:06"
"['HỌC NHIỀU ĐIỀU HAY TẠI BUỔI KICK-OFF\n Thể lệ cuộc thi: http://tinyurl.com/thelecuocthisr2024 \n Hồ sơ đăng ký dự thi: http://tinyurl.com/hosodangkysr2024 \n Link đăng ký: http://tinyurl.com/formdangkysr2024 \n Thời gian đăng ký: Từ ngày 22/01/2024 đến ngày 10/3/2024\n----------------------------------\nVào chiều Thứ Bảy ngày 02/3 vừa qua, Startup Runway 2024 đã tổ chức buổi lễ Kick-off để khởi động Cuộc thi năm nay. Buổi Kick-off được diễn ra với sự góp mặt của các diễn giả gồm Th.S Trần Đình Long - Phó Bí thư Đoàn Thanh niên Trường ĐHKT - ĐHĐN, ông Võ Đức Anh - Phó Giám đốc Trung tâm Hỗ trợ Khởi nghiệp đổi mới sáng tạo Đà Nẵng, Sở Khoa học và Công nghệ thành phố Đà Nẵng và Đội QuanTech - Quán quân Startup Runway 2024. Hơn thế nữa, buổi lễ còn được đón chào sự xuất hiện của các vị đại biểu danh tiếng đến từ các phòng ban trên khắp địa bàn Thành phố Đà Nẵng:\n TS. Bùi Huỳnh Nguyên - Phó Trưởng phòng Khoa học và Hợp tác Quốc tế, Ủy viên Ban Tổ chức Cuộc thi\n ThS. Trần Đình Long - Phó Bí thư Đoàn Thanh niên Trường ĐHKT - ĐHĐN\n Ông Võ Đức Anh - Phó Giám đốc Trung tâm Hỗ trợ Khởi nghiệp đổi mới sáng tạo Đà Nẵng, Sở Khoa học và Công nghệ thành phố Đà Nẵng\n Ban Chủ nhiệm Khoa Tài chính\n Đại diện Ban Thường vụ Trường THPT Chuyên Lê Quý Đôn\n Giáo viên bộ môn Kinh Doanh Trường Trung học Phổ Thông FPT\n Đội thi QuanTech - Quán quân Cuộc thi Startup Runway 2023\nTại buổi Kick-off, hơn 100 bạn học sinh, sinh viên đến từ nhiều trường Đại học và trường THPT trên toàn địa bàn thành phố Đà Nẵng cũng như các bạn trẻ xem trực tuyến qua nền tảng Zoom đã có dịp hiểu rõ hơn về khái niệm “Khởi nghiệp đổi mới, sáng tạo” thông qua những chia sẻ của ông Võ Đức Anh. Nhân dịp này, những thắc mắc về Cuộc thi cũng được giải đáp bởi ông Trần Đình Long và Đội QuanTech.\nBan Tổ chức Cuộc thi Startup Runway 2024 hy vọng rằng buổi Kick-off sẽ tạo được một làn sóng thúc đẩy đam mê khởi nghiệp trong cộng đồng học sinh, sinh viên Toàn quốc. Giờ thì hãy cùng nhau xem lại những hình ảnh mà chúng mình đã ghi lại được vào buổi Kick-off Cuộc thi Startup Runway 2024 nhé!\n----------------------------------\nMọi thắc mắc xin vui lòng liên hệ:\n Số điện thoại: 0932947161 (Đàm Trung Việt)\n0961907152 (Hồ Phan Anh Thư)\n Email: startuprunway2024@startuprunwaydue.com\n Fanpage: Startup Runway DUE\n Group: Cộng Đồng Kết Nối Ý Tưởng Khởi Nghiệp\n Địa chỉ: Văn phòng Đoàn Thanh niên - Hội Sinh viên - Phòng A101, Trường Đại học Kinh tế - ĐHĐN.\n#Startup #runway2024 #startuprunway #DUE #TowardaNewEra #EmpoweringSustainableEntrepreneurship\nNguồn: Startup Runway DUE']","['Tất cả, 100', 'Yêu thích, 55', 'Thích, 42', 'Thương thương, 3']",[],10181,"Thứ Ba, 5 Tháng 3, 2024 lúc 15:00"
"[' CHÚC MỪNG SỰ THÀNH CÔNG CỦA ĐẠI HỘI ĐẠI BIỂU ĐOÀN TNCS HỒ CHÍ MINH - LIÊN CHI ĐOÀN KHOA KINH DOANH QUỐC TẾ LẦN THỨ III NHIỆM KỲ 2024 - 2027 \n Vào 13h30 hôm qua, thứ bảy ngày 02/03/2024, Đại hội Đại biểu Đoàn TNCS Hồ Chí Minh - Liên chi Đoàn Khoa Kinh doanh quốc tế lần thứ III nhiệm kỳ 2024 – 2027 đã diễn ra thành công tốt đẹp. Tới dự Đại hội, có sự tham gia của TS. Trần Xuân Quỳnh, Phó Bí thư Đoàn Thanh niên - Chủ tịch Hội Sinh viên Đoàn Trường Đại học Kinh tế, TS. Nguyễn Thị Thủy, Bí thư chi bộ - Trưởng khoa Kinh doanh quốc tế cùng với sự có mặt của 95 Đại biểu ưu tú đại diện cho toàn thể Đoàn viên đang theo học tại Khoa Kinh doanh quốc tế.  \n Đại hội lần này đã đánh giá kết quả thực hiện nghị quyết Đại hội Đoàn TNCS Hồ Chí Minh nhiệm kỳ 2022 – 2024, qua đó rút ra bài học kinh nghiệm và đề ra phương hướng nhiệm vụ cho Công tác Đoàn và phong trào thanh niên nhiệm kỳ 2024 – 2027, đồng thời cũng bầu ra BCH nhiệm kỳ mới để tiếp bước hành trình xây dựng Liên chi Đoàn Khoa thật vững mạnh.\n Cảm ơn Đoàn Trường Đại học Kinh tế - ĐHĐN và chi ủy Khoa Kinh doanh quốc tế, lãnh đạo các cấp và đặc biệt là những đồng chí đã gắn bó và đồng hành cùng với Liên chi Đoàn trong nhiệm kỳ vừa qua. Chúc các đồng chí hoàn thành được những mục tiêu đã đề ra và tiếp tục gặt hái thật nhiều thành công trong tương lai. \n Cuối cùng, LCĐ Khoa Kinh doanh quốc tế một lần nữa xin chúc mừng cho sự thành công của Đại hội Đoàn TNCS Hồ Chí Minh - Liên chi Đoàn Khoa Kinh doanh quốc tế lần thứ III nhiệm kỳ 2024 – 2027. Chúc Liên chi Đoàn nhiệm kỳ mới sẽ làm việc thật hiệu quả và đưa các phong trào Đoàn đội của Khoa Kinh doanh quốc tế ngày càng vươn xa.\nNguồn: Liên chi Đoàn khoa Kinh Doanh Quốc Tế - DUE']","['Tất cả, 51', 'Thích, 28', 'Yêu thích, 21', 'Thương thương, 2']",[],12016,"Thứ Ba, 5 Tháng 3, 2024 lúc 08:43"
"['[CUỘC THI GREENOVATION - Ý TƯỞNG ĐẠI HỌC XANH]\nKIẾN THỨC HAY - ÁP DỤNG NGAY!\nĐể giúp cho các bạn thí sinh của Greenovation có bài thi hoàn thiện hơn, vào sáng ngày 03/03/2024 vừa qua, GUD đã tổ chức một buổi Training vô cùng hữu ích với sự góp mặt của các diễn giả đầy kinh nghiệm. Tại buổi Training, các đội thi đã được trang bị thêm những kiến thức cần thiết và các kỹ năng chuyên môn để hoàn thành tốt Vòng Dự án. Không chỉ vậy, chúng ta đã có buổi giao lưu gặp mặt vô cùng thú vị giữa các đội thi với nhau.\nGUD xin chân thành cảm ơn hai vị diễn giả NCS/Th.S Bùi Văn Xuân và ông Phạm Hữu Tâm đã dành thời gian, công sức để định hướng, lắng nghe ý kiến, nhận xét và đưa ra những lời khuyên chân thành cho các bạn thí sinh. \nCác đội thi ơi, bạn đã hoàn thành bài dự thi đến đâu rồi? Đừng quên áp dụng những kiến thức tại buổi Training trong quá trình thực hiện bài dự thi nhé! GUD đang rất mong chờ đón nhận những “ý tưởng xanh” từ các bạn đấy! Chúc các bạn có một bài thi thật hoàn thiện với những ý tưởng hay giúp cho môi trường Đại học chúng ta thêm xanh thật xanh.\n----------------------------------------\n Thời gian:\nVòng Ý tưởng: 04/01/2024 - 28/01/2024\nVòng Dự án: 03/03/2024 - 24/03/2024\nVòng Chung kết: 14/04/2024\n----------------------------------------\n Green University DUE - Dự án Đại học Xanh\n Số điện thoại: 0236 3950 358 (Văn phòng Đoàn Thanh niên - Hội Sinh viên DUE)\n0899616634 (Ms. Thu Hường)\n Gmail: greenuniversitydue@gmail.com\nĐịa chỉ: Trường Đại học Kinh tế - Đại học Đà Nẵng, 71 Ngũ Hành Sơn, TP Đà Nẵng.\n#GreenUniversity #Songxanh #DUE #GreeNovation #ytuong #daihocxanh \n CAM Media - Youth DUE ']","['Tất cả, 64', 'Yêu thích, 41', 'Thích, 23']",[],13421,"Thứ Ba, 5 Tháng 3, 2024 lúc 08:17"
"['GIÁ TRỊ HÌNH MẪU THANH NIÊN VIỆT NAM THỜI KỲ MỚI\nTrên nền tảng các giá trị “Tâm trong - Trí sáng - Hoài bão lớn” cùng với mục tiêu, nhiệm vụ công tác Đoàn, phong trào thanh thiếu nhi của nhiệm kỳ Đại hội Đoàn toàn quốc lần thứ XI, thanh niên Trường Đại học Kinh tế - ĐHĐN hướng đến 4 tiêu chí sau:\n Tiêu chí đạo đức trong sáng: \nThanh niên cần giữ gìn cho mình một bản chất đạo đức trong sáng, tấm lòng lương thiện. Nỗ lực rèn luyện phẩm chất, sống có trách nhiệm. Biết bảo vệ cái đẹp và đấu tranh với cái xấu. Đồng thời yêu thương, giúp đỡ những người xung quanh. \n Tiêu chí học tập liên tục: \nThanh niên cần chủ động chịu khó tìm tòi, học hỏi, trau dồi kiến thức mỗi ngày. Biết tiếp thu những điều hay và bài trừ những thông tin có ảnh hưởng xấu. Học tập một cách nghiêm túc, liên tục, nhất quán để mang đến lợi ích cho xã hội sau này. \n Tiêu chí có sức khỏe tốt: \nThanh niên không những cần tri thức mà còn phải cần sức khỏe để cống hiến cho xã hội. Hãy rèn luyện thể dục, xây dựng lối sống lành mạnh. Tham gia đa dạng các loại hình, hoạt động văn hoá nghệ thuật. Từ đó nâng cao sức khỏe thể chất cũng như đời sống tinh thần của mỗi người. \n Tiêu chí khát vọng vươn lên: \nThanh niên ngày nay phải lạc quan, không cam chịu khó khăn trước mắt. Luôn đặt ra mục tiêu để phấn đấu, có ước mơ, hoài bão. Nỗ lực và nghiêm túc với bản thân để hướng đến một tương lai tốt đẹp. \nTừ 4 giá trị hình mẫu trên, thanh niên Việt Nam nói chung và thanh niên Trường Đại học Kinh tế - ĐHĐN nói riêng phải luôn không ngừng nỗ lực hoàn thiện mình để hướng đến một bản thân tốt đẹp nhất, một xã hội văn minh nhất.\n CAM Media - Youth DUE ']","['Tất cả, 52', 'Thích, 32', 'Yêu thích, 19', 'Thương thương, 1']",[],14895,"Thứ Hai, 4 Tháng 3, 2024 lúc 09:19"
