content,emoji,comment,current,time
"['THÔNG BÁO KẾ HOẠCH ĐIỀU CHỈNH ĐĂNG KÝ HỌC [DÀNH CHO SV 49K]\nChi tiết thông báo xem tại: http://due.udn.vn/.../thongbaochitiet/id/18475/bid/456\nTheo kế hoạch đào tạo, Nhà trường đã tổ chức đăng ký học Học kỳ II năm học 2023 – 2024 cho sinh viên các lớp hệ chính quy khoá 49K (Từ ngày 03/01 - 12/01/2024). Mặc dù đã thông báo và hướng dẫn cụ thể, nhưng nhiều sinh viên vẫn đăng ký học vào các lớp trùng lịch học quân sự. Do đó, Nhà trường thông báo về việc điều chỉnh đăng ký học (bổ sung): SV đề nghị Cố vấn học tập (GVCN) thực hiện điều chỉnh trong thời gian từ 14h00 ngày 18/01/2024 đến hết ngày 21/01/2024.\nMọi thắc mắc vui lòng liên hệ Phòng Đào tạo (0236.3950110 - thầy Đức) để được hướng dẫn, giải quyết.\nTrân trọng!']","['Tất cả, 39', 'Thích, 38', 'Yêu thích, 1']",[],17126,"Thứ Hai, 15 Tháng 1, 2024 lúc 09:05"
['THÔNG BÁO (KHẨN)\nĐiều chỉnh phòng học'],"['Thích, 96']",[],17960,"Chủ Nhật, 14 Tháng 1, 2024 lúc 18:16"
"['THÔNG BÁO ĐĂNG KÝ BỔ SUNG HỌC PHẦN HK 2/2023-2024\nChi tiết thông báo xem tại: https://due.udn.vn/.../thongbaochitiet/id/18409/bid/456\nHiện nay, còn một số sinh viên thuộc khóa 46 trở về trước có nhu cầu học các học  phần Ielts Beginners 1; Ielts Beginners 2; Quản trị chiến lược. Để đảm bảo tiến độ học tập của sinh viên, Nhà trường mở bổ sung các lớp của học phần trên và thông báo kế hoạch đăng ký học bổ sung các học phần này như sau:\n- Thời gian đăng ký: Từ 15h00 ngày 10/01/2024 (Thứ Tư) đến 17h00 ngày 11/01/2024 (Thứ Năm) .\n- Hình thức đăng ký: Sinh viên thực hiện đăng ký trên web đăng ký tín chỉ bằng tài khoản cá nhân của mình. \nLưu ý: các sinh viên đã nộp đơn đăng ký bổ sung các HP này về P. Đào tạo cũng thực hiện đăng ký trong thời gian này.\nTrên đây là kế hoạch đăng ký bổ sung học phần trong học kỳ 2 năm học 2023-2024, đề nghị sinh viên có liên quan cùng phối hợp thực hiện.\nTrân trọng!']","['Tất cả, 22', 'Thích, 19', 'Yêu thích, 3']",[],18790,"Thứ Tư, 10 Tháng 1, 2024 lúc 08:26"
['THÔNG BÁO\nRÚT HỌC PHẦN\nHK2 2023-2024'],"['Thích, 79']",[],19665,"Thứ Ba, 9 Tháng 1, 2024 lúc 08:45"
"['THÔNG BÁO:\nTheo kế hoạch, Sinh viên sẽ đăng ký bổ sung học phần IELTS BEGINNERS 1 & 2  từ ngày 05/01/2024. Tuy nhiên hiện nay Nhà trường chưa thể tổ chức đăng ký lớp học. Phòng Đào tạo đang phối hợp với Các Khoa, Phòng của Trường Đại học Ngoại ngữ để bố trí giáo viên tổ chức lớp học và sẽ có thông báo lịch đăng ký bổ sung học phần cho sinh viên. Đề nghị sinh viên theo dõi thông báo của Nhà trường để đăng ký lớp học.\nTrân trọng.']","['Tất cả, 66', 'Thích, 61', 'Yêu thích, 5']",[],20495,"Thứ Sáu, 5 Tháng 1, 2024 lúc 16:28"
"['THÔNG BÁO KẾ HOẠCH NGHỈ TẾT NGUYÊN ĐÁN 2024 ĐỐI VỚI SINH VIÊN\nChi tiết thông báo xem tại: http://due.udn.vn/.../thongbaochitiet/id/18395/bid/456\nCăn cứ kế hoạch năm học 2023-2024, Nhà trường thông báo kế hoạch nghỉ tết Nguyên đán 2024 đối với sinh viên các lớp đại học hệ chính quy như sau:\nSinh viên được nghỉ 3 tuần, bắt đầu từ ngày 29/01/2024 đến hết ngày 18/02/2024 ((tức ngày 19/12/2023 đến ngày 09/01/2024 âm lịch). Từ thứ Hai, ngày 19/02/2024 (ngày 10/01/2024 âm lịch), sinh viên trở lại trường học tập theo thời khoá biểu và kế hoạch đã công bố.\nTrong thời gian nghỉ tết, đề nghị sinh viên nghiêm túc chấp hành các quy định pháp luật về an toàn giao thông, an ninh trật tự.  \nTrân trọng!']","['Tất cả, 470', 'Thích, 339', 'Buồn, 75', 'Yêu thích, 49', 'Phẫn nộ, 3', 'Wow, 2', 'Thương thương, 1', 'Haha, 1']",[],20906,"Thứ Sáu, 5 Tháng 1, 2024 lúc 10:44"
"['DANH SÁCH SV ĐỀ NGHỊ XÉT MIỄN HỌC VÀ CÔNG NHẬN ĐIỂM CÁC HP TIẾNG ANH TRONG CTĐT HK I/2023-2024 (46K VỀ TRƯỚC)\nChi tiết thông báo xem tại: http://due.udn.vn/.../thongbaochitiet/id/18382/bid/456\nThực hiện thông báo v/v xét miễn học và công nhận điểm các học phần tiếng Anh trong chương trình đào tạo áp dụng cho sinh viên hệ chính quy khoá 46K trở về trước để nộp hồ sơ xét tốt nghiệp và đăng ký thực tập học kỳ II/2023-2024, Phòng Đào tạo đã nhận hồ sơ của sinh viên (Danh sách sinh viên đã nộp hồ sơ xem tại thông báo trên website của Trường).\nĐề nghị sinh viên kiểm tra lại các thông tin trong danh sách. Mọi thắc mắc vui lòng phản hồi về Phòng Đào tạo (cô Trang) qua SĐT: 0236.3950110 trước 16h00 ngày 05/01/2024. Sau thời gian trên, Phòng Đào tạo sẽ tiến hành các thủ tục xét miễn học và công nhận điểm các học phần tiếng Anh trong chương trình đào tạo theo quy định.\nTrân trọng!']","['Tất cả, 45', 'Thích, 38', 'Yêu thích, 4', 'Thương thương, 3']",[],21699,"Thứ Năm, 4 Tháng 1, 2024 lúc 10:53"
"['DANH SÁCH SV ĐỀ NGHỊ XÉT MIỄN HỌC VÀ CÔNG NHẬN TÍN CHỈ CÁC HP TIẾNG ANH TRONG CTĐT HK II/2023-2024 (47K VÀ 48K)\nChi tiết thông báo xem tại: http://due.udn.vn/.../thongbaochitiet/id/18379/bid/456\nThực hiện thông báo v/v xét miễn học và công nhận tín chỉ các học phần tiếng Anh trong chương trình đào tạo áp dụng cho sinh viên hệ chính quy khoá 48K trở về trước trong Học kỳ 2 năm học 2023-2024, Phòng Đào tạo đã nhận được hồ sơ đề nghị của sinh viên (Danh sách sinh viên đã nộp hồ sơ xem tại thông báo trên website của Trường).\nĐề nghị sinh viên kiểm tra lại các thông tin trong danh sách. Các trường hợp chưa hoàn thiện hồ sơ (ghi chú ""GIẤY XÁC NHẬN"") nhanh chóng hoàn thành việc nộp hồ sơ về P. Đào tạo theo quy định để được xem xét. Mọi thắc mắc vui lòng phản hồi về Phòng Đào tạo (cô Thảo) qua SĐT: 0236.3950110 trước 16h00 ngày 04/01/2024. Sau thời gian trên, Phòng Đào tạo sẽ tiến hành các thủ tục xét miễn học và công nhận tín chỉ các học phần tiếng Anh trong chương trình đào tạo theo quy định.\nTrân trọng!']","['Thích, 16']",[],22501,"Thứ Tư, 3 Tháng 1, 2024 lúc 16:55"
"['THÔNG BÁO HUỶ LỚP HP HỌC KỲ II (2023-2024) [SV 48K VỀ TRƯỚC]\nChi tiết thông báo xem tại: http://due.udn.vn/.../thongbaochitiet/id/18362/bid/456\nDo số lượng SV 48K về trước đăng ký các lớp HP tiếng Anh IETLTS BEGINERS 1 & 2 khá đông, Nhà trường sẽ tổ chức riêng các lớp này cho SV 48K về trước (thay vì tổ chức học chung với SV 49K). Vì vậy, Nhà trường thông báo cho SV về việc huỷ các lớp học phần IETLTS BEGINERS 1 & 2 (Danh sách trong thông báo trên website của Trường). Sinh viên đã đăng ký vào các lớp học phần bị hủy này thực hiện đăng ký lại các lớp HP IETLTS BEGINERS 1 & 2 trong khoảng thời gian từ 14h00 ngày 05/01/2024 đến 16h00 ngày 06/01/2024 tại trang http://tinchi.due.udn.vn.\nTrân trọng!']","['Tất cả, 28', 'Thích, 25', 'Yêu thích, 3']",[],23415,"Thứ Năm, 28 Tháng 12, 2023 lúc 15:49"
"['Kính gửi: Quý Anh/Chị Sinh viên, Học viên Sau Đại học\nHiện tại, có một số cá nhân mạo danh Phòng Đào tạo Trường Đại học Kinh tế - Đại học Đà Nẵng gửi email đến các Anh/Chị Sinh viên, Học viên Sau Đại học nhằm lừa đảo, thông tin sai sự thật,...\n Phòng Đào tạo Trường Đại học Kinh tế - Đại học Đà Nẵng xác nhận chỉ sử dụng địa chỉ email: daotao@due.edu.vn để liên hệ làm việc.\nPhòng Đào tạo Trường Đại học Kinh tế  - Đại học Đà Nẵng xin thông tin để Quý Anh/Chị được biết và thận trọng trong quá trình tiếp nhận Email để tránh xảy ra các sự cố đáng tiếc.\nTrân trọng!']","['Tất cả, 69', 'Thích, 63', 'Yêu thích, 6']",[],24221,"Thứ Ba, 26 Tháng 12, 2023 lúc 13:29"
['THÔNG BÁO XÉT MIỄN HỌC VÀ CÔNG NHẬN TÍN CHỈ CÁC HỌC PHẦN TIẾNG ANH TRONG CHƯƠNG TRÌNH ĐÀO TẠO ĐẠI HỌC HỆ CHÍNH QUY HK II NĂM HỌC 2023-2024 ĐỐI VỚI SINH VIÊN KHÓA 49K\nChi tiết thông báo xem tại: http://due.udn.vn/.../thongbaochitiet/id/18343/bid/456'],"['Tất cả, 61', 'Thích, 49', 'Yêu thích, 12']",[],24943,"Thứ Năm, 21 Tháng 12, 2023 lúc 10:18"
['THÔNG BÁO\nĐĂNG KÝ HỌC HK II NĂM HỌC 2023 – 2024 ĐỐI VỚI SINH VIÊN HỆ CHÍNH QUY 49K'],"['Tất cả, 184', 'Thích, 158', 'Yêu thích, 23', 'Buồn, 2', 'Haha, 1']",[],26014,"Thứ Hai, 18 Tháng 12, 2023 lúc 08:49"
"['THÔNG BÁO DANH SÁCH CÁC LỚP HỌC PHẦN BỊ HỦY HK II NĂM HỌC 2023-2024 (DÀNH CHO SV CÁC KHOÁ 48K VỀ TRƯỚC)\nChi tiết thông báo xem tại: http://due.udn.vn/.../thongbaochitiet/id/18323/bid/456\nHiện nay đã có danh sách các lớp học phần bị hủy ở học kỳ II năm học 2023 - 2024 do không đủ số lượng sinh viên đăng ký (Danh sách chi tiết trong thông báo được đăng tải trên website của Trường). Sinh viên đã đăng ký vào các lớp học phần bị hủy tiến hành đăng ký học bổ sung theo quy định tại trang http://tinchi.due.udn.vn.\nThời gian đăng ký bổ sung: Từ 08h00 ngày 15/12/2023 đến 17h00 ngày 16/12/2023.\nLưu ý: \n- Sinh viên cần kiểm tra thời khoá biểu cá nhân của mình.\n- Những SV đã đăng ký học vào các lớp HP bị hủy tiến hành đăng ký học bổ sung nhưng không được thay đổi thời khóa biểu đã đăng ký trước đó.\n- Trường hợp không đăng ký được hoặc trùng lịch, SV liên hệ Phòng Đào tạo để được giải quyết (SĐT: 0236 3950110 – thầy Đức).      \nTrân trọng!']","['Tất cả, 41', 'Thích, 39', 'Yêu thích, 1', 'Buồn, 1']",[],26844,"Thứ Năm, 14 Tháng 12, 2023 lúc 15:36"
['THÔNG BÁO\nĐĂNG KÝ XÉT CÔNG NHẬN TỐT NGHIỆP\nĐẠI HỌC CHÍNH QUY'],"['Tất cả, 100', 'Thích, 92', 'Yêu thích, 8']",[],27785,"Thứ Tư, 13 Tháng 12, 2023 lúc 09:04"
